key,Date,Hour,power,temperature
20170706:15,2017-07-06,15,8062,28.4
20170706:16,2017-07-06,16,8148,28.9
20170706:17,2017-07-06,17,8043,29.6
20170706:18,2017-07-06,18,7860,28.8
20170706:19,2017-07-06,19,7591,28.2
20170706:20,2017-07-06,20,7510,28.0
20170706:21,2017-07-06,21,7144,26.8
20170706:22,2017-07-06,22,6484,25.7
20170706:23,2017-07-06,23,5880,24.4
20170707:0,2017-07-07,0,5497,22.9
20170707:1,2017-07-07,1,5206,22.0
20170707:2,2017-07-07,2,5002,22.4
20170707:3,2017-07-07,3,4949,21.7
20170707:4,2017-07-07,4,5039,21.4
20170707:5,2017-07-07,5,5370,21.5
20170707:6,2017-07-07,6,6063,21.3
20170707:7,2017-07-07,7,6552,21.7
20170707:8,2017-07-07,8,7073,22.3
20170707:9,2017-07-07,9,7348,23.5
20170707:10,2017-07-07,10,7504,23.9
20170707:11,2017-07-07,11,7567,24.2
20170707:12,2017-07-07,12,7608,24.5
20170707:13,2017-07-07,13,7830,24.2
20170707:14,2017-07-07,14,7932,25.6
20170707:15,2017-07-07,15,8015,26.8
20170707:16,2017-07-07,16,7983,27.2
20170707:17,2017-07-07,17,7778,27.7
20170707:18,2017-07-07,18,7450,26.7
20170707:19,2017-07-07,19,7082,25.2
20170707:20,2017-07-07,20,6949,23.2
20170707:21,2017-07-07,21,6532,22.0
20170707:22,2017-07-07,22,6005,22.0
20170707:23,2017-07-07,23,5487,21.8
20170708:0,2017-07-08,0,5095,21.6
20170708:1,2017-07-08,1,4834,20.5
20170708:2,2017-07-08,2,4635,20.1
20170708:3,2017-07-08,3,4517,19.2
20170708:4,2017-07-08,4,4466,18.6
20170708:5,2017-07-08,5,4504,18.1
20170708:6,2017-07-08,6,4764,17.5
20170708:7,2017-07-08,7,5146,17.5
20170708:8,2017-07-08,8,5545,18.0
20170708:9,2017-07-08,9,5780,19.6
20170708:10,2017-07-08,10,5977,20.8
20170708:11,2017-07-08,11,6006,21.4
20170708:12,2017-07-08,12,5969,22.4
20170708:13,2017-07-08,13,5961,23.2
20170708:14,2017-07-08,14,5963,23.0
20170708:15,2017-07-08,15,6007,23.3
20170708:16,2017-07-08,16,6072,23.8
20170708:17,2017-07-08,17,6058,23.6
20170708:18,2017-07-08,18,5910,23.2
20170708:19,2017-07-08,19,5678,23.5
20170708:20,2017-07-08,20,5603,22.4
20170708:21,2017-07-08,21,5370,21.0
20170708:22,2017-07-08,22,4993,20.0
20170708:23,2017-07-08,23,4626,17.1
20170709:0,2017-07-09,0,4350,16.2
20170709:1,2017-07-09,1,4148,16.1
20170709:2,2017-07-09,2,4032,15.6
20170709:3,2017-07-09,3,3976,15.4
20170709:4,2017-07-09,4,3955,16.0
20170709:5,2017-07-09,5,3951,16.5
20170709:6,2017-07-09,6,4164,16.0
20170709:7,2017-07-09,7,4481,17.3
20170709:8,2017-07-09,8,4810,18.3
20170709:9,2017-07-09,9,5080,18.9
20170709:10,2017-07-09,10,5407,19.8
20170709:11,2017-07-09,11,5687,22.4
20170709:12,2017-07-09,12,5808,25.6
20170709:13,2017-07-09,13,5909,25.2
20170709:14,2017-07-09,14,6018,26.0
20170709:15,2017-07-09,15,6072,27.1
20170709:16,2017-07-09,16,6090,26.2
20170709:17,2017-07-09,17,6071,25.8
20170709:18,2017-07-09,18,6011,25.2
20170709:19,2017-07-09,19,6047,25.2
20170709:20,2017-07-09,20,6064,24.4
20170709:21,2017-07-09,21,5763,23.5
20170709:22,2017-07-09,22,5306,22.7
20170709:23,2017-07-09,23,4919,19.9
20170710:0,2017-07-10,0,4607,19.5
20170710:1,2017-07-10,1,4439,19.1
20170710:2,2017-07-10,2,4356,19.0
20170710:3,2017-07-10,3,4381,18.2
20170710:4,2017-07-10,4,4555,18.3
20170710:5,2017-07-10,5,4954,19.0
20170710:6,2017-07-10,6,5572,19.0
20170710:7,2017-07-10,7,5993,19.7
20170710:8,2017-07-10,8,6322,20.0
20170710:9,2017-07-10,9,6677,21.2
20170710:10,2017-07-10,10,6942,24.3
20170710:11,2017-07-10,11,7121,24.2
20170710:12,2017-07-10,12,7199,25.4
20170710:13,2017-07-10,13,7117,24.8
20170710:14,2017-07-10,14,7060,24.5
20170710:15,2017-07-10,15,6998,24.2
20170710:16,2017-07-10,16,6966,23.7
20170710:17,2017-07-10,17,6823,24.0
20170710:18,2017-07-10,18,6746,22.8
20170710:19,2017-07-10,19,6664,23.1
20170710:20,2017-07-10,20,6630,22.7
20170710:21,2017-07-10,21,6273,22.1
20170710:22,2017-07-10,22,5729,21.4
20170710:23,2017-07-10,23,5172,19.9
20170711:0,2017-07-11,0,4851,18.9
20170711:1,2017-07-11,1,4663,18.9
20170711:2,2017-07-11,2,4572,18.4
20170711:3,2017-07-11,3,4530,18.0
20170711:4,2017-07-11,4,4675,17.9
20170711:5,2017-07-11,5,5077,17.6
20170711:6,2017-07-11,6,5740,17.9
20170711:7,2017-07-11,7,6238,18.7
20170711:8,2017-07-11,8,6623,20.3
20170711:9,2017-07-11,9,6971,21.6
20170711:10,2017-07-11,10,7233,22.2
20170711:11,2017-07-11,11,7380,24.1
20170711:12,2017-07-11,12,7566,24.9
20170711:13,2017-07-11,13,7706,25.6
20170711:14,2017-07-11,14,7809,26.1
20170711:15,2017-07-11,15,7944,26.6
20170711:16,2017-07-11,16,8021,27.9
20170711:17,2017-07-11,17,7951,28.9
20170711:18,2017-07-11,18,7779,26.6
20170711:19,2017-07-11,19,7579,26.2
20170711:20,2017-07-11,20,7523,25.8
20170711:21,2017-07-11,21,7099,25.0
20170711:22,2017-07-11,22,6458,24.2
20170711:23,2017-07-11,23,5878,23.9
20170712:0,2017-07-12,0,5458,23.6
20170712:1,2017-07-12,1,5169,22.6
20170712:2,2017-07-12,2,4996,21.9
20170712:3,2017-07-12,3,4909,21.1
20170712:4,2017-07-12,4,5044,20.4
20170712:5,2017-07-12,5,5433,20.4
20170712:6,2017-07-12,6,6107,20.3
20170712:7,2017-07-12,7,6717,20.4
20170712:8,2017-07-12,8,7165,22.7
20170712:9,2017-07-12,9,7593,23.6
20170712:10,2017-07-12,10,7939,24.9
20170712:11,2017-07-12,11,8096,25.9
20170712:12,2017-07-12,12,8099,26.2
20170712:13,2017-07-12,13,8077,25.8
20170712:14,2017-07-12,14,7981,24.4
20170712:15,2017-07-12,15,7806,25.2
20170712:16,2017-07-12,16,7671,23.2
20170712:17,2017-07-12,17,7459,23.5
20170712:18,2017-07-12,18,7388,23.3
20170712:19,2017-07-12,19,7322,24.4
20170712:20,2017-07-12,20,7279,24.5
20170712:21,2017-07-12,21,6832,24.1
20170712:22,2017-07-12,22,6227,24.7
20170712:23,2017-07-12,23,5669,23.4
20170713:0,2017-07-13,0,5294,22.6
20170713:1,2017-07-13,1,5007,22.3
20170713:2,2017-07-13,2,4828,21.7
20170713:3,2017-07-13,3,4754,20.4
20170713:4,2017-07-13,4,4876,18.8
20170713:5,2017-07-13,5,5235,18.4
20170713:6,2017-07-13,6,5699,18.1
20170713:7,2017-07-13,7,5981,17.6
20170713:8,2017-07-13,8,6207,17.1
20170713:9,2017-07-13,9,6344,15.9
20170713:10,2017-07-13,10,6415,16.0
20170713:11,2017-07-13,11,6374,16.3
20170713:12,2017-07-13,12,6367,16.6
20170713:13,2017-07-13,13,6332,16.5
20170713:14,2017-07-13,14,6260,16.6
20170713:15,2017-07-13,15,6220,16.6
20170713:16,2017-07-13,16,6212,16.9
20170713:17,2017-07-13,17,6109,16.8
20170713:18,2017-07-13,18,6058,16.9
20170713:19,2017-07-13,19,6035,17.4
20170713:20,2017-07-13,20,6019,17.1
20170713:21,2017-07-13,21,5662,17.2
20170713:22,2017-07-13,22,5205,17.2
20170713:23,2017-07-13,23,4811,17.6
20170714:0,2017-07-14,0,4554,18.1
20170714:1,2017-07-14,1,4397,17.4
20170714:2,2017-07-14,2,4321,17.4
20170714:3,2017-07-14,3,4336,17.5
20170714:4,2017-07-14,4,4526,17.8
20170714:5,2017-07-14,5,4908,17.8
20170714:6,2017-07-14,6,5446,17.8
20170714:7,2017-07-14,7,5831,18.0
20170714:8,2017-07-14,8,6112,18.3
20170714:9,2017-07-14,9,6352,18.5
20170714:10,2017-07-14,10,6516,19.2
20170714:11,2017-07-14,11,6591,20.1
20170714:12,2017-07-14,12,6629,21.2
20170714:13,2017-07-14,13,6720,23.1
20170714:14,2017-07-14,14,6866,26.1
20170714:15,2017-07-14,15,6859,27.1
20170714:16,2017-07-14,16,6951,27.0
20170714:17,2017-07-14,17,6846,26.1
20170714:18,2017-07-14,18,6601,24.9
20170714:19,2017-07-14,19,6403,23.6
20170714:20,2017-07-14,20,6313,21.9
20170714:21,2017-07-14,21,5954,21.2
20170714:22,2017-07-14,22,5439,21.0
20170714:23,2017-07-14,23,4956,19.4
20170715:0,2017-07-15,0,4677,18.2
20170715:1,2017-07-15,1,4447,18.6
20170715:2,2017-07-15,2,4337,18.4
20170715:3,2017-07-15,3,4238,18.3
20170715:4,2017-07-15,4,4254,18.2
20170715:5,2017-07-15,5,4321,18.3
20170715:6,2017-07-15,6,4591,18.4
20170715:7,2017-07-15,7,4980,18.6
20170715:8,2017-07-15,8,5335,19.4
20170715:9,2017-07-15,9,5702,20.6
20170715:10,2017-07-15,10,6012,21.5
20170715:11,2017-07-15,11,6216,23.1
20170715:12,2017-07-15,12,6313,24.5
20170715:13,2017-07-15,13,6375,25.6
20170715:14,2017-07-15,14,6420,25.9
20170715:15,2017-07-15,15,6528,27.0
20170715:16,2017-07-15,16,6646,26.1
20170715:17,2017-07-15,17,6658,27.6
20170715:18,2017-07-15,18,6514,27.0
20170715:19,2017-07-15,19,6219,26.6
20170715:20,2017-07-15,20,6059,25.4
20170715:21,2017-07-15,21,5761,23.5
20170715:22,2017-07-15,22,5340,21.1
20170715:23,2017-07-15,23,4923,20.0
20170716:0,2017-07-16,0,4604,19.7
20170716:1,2017-07-16,1,4378,18.7
20170716:2,2017-07-16,2,4246,19.1
20170716:3,2017-07-16,3,4185,17.6
20170716:4,2017-07-16,4,4152,18.1
20170716:5,2017-07-16,5,4152,17.4
20170716:6,2017-07-16,6,4416,17.6
20170716:7,2017-07-16,7,4814,19.0
20170716:8,2017-07-16,8,5353,20.3
20170716:9,2017-07-16,9,5835,22.3
20170716:10,2017-07-16,10,6193,25.0
20170716:11,2017-07-16,11,6277,25.2
20170716:12,2017-07-16,12,6346,25.6
20170716:13,2017-07-16,13,6349,26.0
20170716:14,2017-07-16,14,6410,25.8
20170716:15,2017-07-16,15,6396,25.8
20170716:16,2017-07-16,16,6376,25.1
20170716:17,2017-07-16,17,6319,24.2
20170716:18,2017-07-16,18,6219,23.4
20170716:19,2017-07-16,19,6157,22.9
20170716:20,2017-07-16,20,6204,22.7
20170716:21,2017-07-16,21,5976,22.1
20170716:22,2017-07-16,22,5491,20.7
20170716:23,2017-07-16,23,5106,20.5
20170717:0,2017-07-17,0,4844,20.4
20170717:1,2017-07-17,1,4679,20.3
20170717:2,2017-07-17,2,4572,20.1
20170717:3,2017-07-17,3,4593,20.1
20170717:4,2017-07-17,4,4791,20.1
20170717:5,2017-07-17,5,5213,20.0
20170717:6,2017-07-17,6,5829,19.9
20170717:7,2017-07-17,7,6267,20.0
20170717:8,2017-07-17,8,6559,20.4
20170717:9,2017-07-17,9,6858,20.9
20170717:10,2017-07-17,10,7158,21.7
20170717:11,2017-07-17,11,7318,22.2
20170717:12,2017-07-17,12,7526,24.1
20170717:13,2017-07-17,13,7604,24.0
20170717:14,2017-07-17,14,7675,24.7
20170717:15,2017-07-17,15,7642,25.6
20170717:16,2017-07-17,16,7578,23.9
20170717:17,2017-07-17,17,7384,23.8
20170717:18,2017-07-17,18,7170,23.2
20170717:19,2017-07-17,19,7005,23.1
20170717:20,2017-07-17,20,6971,22.7
20170717:21,2017-07-17,21,6561,21.6
20170717:22,2017-07-17,22,5962,21.9
20170717:23,2017-07-17,23,5442,21.3
20170718:0,2017-07-18,0,5045,20.9
20170718:1,2017-07-18,1,4798,20.1
20170718:2,2017-07-18,2,4590,19.5
20170718:3,2017-07-18,3,4538,18.9
20170718:4,2017-07-18,4,4674,18.5
20170718:5,2017-07-18,5,5055,17.9
20170718:6,2017-07-18,6,5764,17.5
20170718:7,2017-07-18,7,6360,18.8
20170718:8,2017-07-18,8,6800,20.3
20170718:9,2017-07-18,9,7153,21.9
20170718:10,2017-07-18,10,7423,23.5
20170718:11,2017-07-18,11,7558,24.2
20170718:12,2017-07-18,12,7663,24.1
20170718:13,2017-07-18,13,7729,25.7
20170718:14,2017-07-18,14,7796,26.3
20170718:15,2017-07-18,15,7863,26.9
20170718:16,2017-07-18,16,7910,27.0
20170718:17,2017-07-18,17,7834,27.0
20170718:18,2017-07-18,18,7649,27.7
20170718:19,2017-07-18,19,7385,27.7
20170718:20,2017-07-18,20,7280,26.4
20170718:21,2017-07-18,21,6898,24.5
20170718:22,2017-07-18,22,6258,24.1
20170718:23,2017-07-18,23,5701,22.6
20170719:0,2017-07-19,0,5298,20.8
20170719:1,2017-07-19,1,5038,20.4
20170719:2,2017-07-19,2,4846,20.5
20170719:3,2017-07-19,3,4792,19.3
20170719:4,2017-07-19,4,4907,19.9
20170719:5,2017-07-19,5,5284,19.8
20170719:6,2017-07-19,6,5882,20.6
20170719:7,2017-07-19,7,6312,20.2
20170719:8,2017-07-19,8,6712,21.6
20170719:9,2017-07-19,9,7256,22.8
20170719:10,2017-07-19,10,7597,25.2
20170719:11,2017-07-19,11,7796,27.2
20170719:12,2017-07-19,12,7949,28.2
20170719:13,2017-07-19,13,8123,27.7
20170719:14,2017-07-19,14,8312,29.4
20170719:15,2017-07-19,15,8404,30.4
20170719:16,2017-07-19,16,8454,31.4
20170719:17,2017-07-19,17,8347,31.5
20170719:18,2017-07-19,18,8164,30.4
20170719:19,2017-07-19,19,7886,29.2
20170719:20,2017-07-19,20,7753,27.4
20170719:21,2017-07-19,21,7220,26.1
20170719:22,2017-07-19,22,6473,24.3
20170719:23,2017-07-19,23,5816,23.0
20170720:0,2017-07-20,0,5358,21.2
20170720:1,2017-07-20,1,5030,19.8
20170720:2,2017-07-20,2,4821,19.3
20170720:3,2017-07-20,3,4714,18.4
20170720:4,2017-07-20,4,4823,17.3
20170720:5,2017-07-20,5,5191,17.4
20170720:6,2017-07-20,6,5773,18.6
20170720:7,2017-07-20,7,6268,18.7
20170720:8,2017-07-20,8,6634,19.9
20170720:9,2017-07-20,9,6789,21.1
20170720:10,2017-07-20,10,6755,22.6
20170720:11,2017-07-20,11,6605,18.4
20170720:12,2017-07-20,12,6646,15.9
20170720:13,2017-07-20,13,6764,17.1
20170720:14,2017-07-20,14,6887,18.9
20170720:15,2017-07-20,15,7033,20.4
20170720:16,2017-07-20,16,7163,21.3
20170720:17,2017-07-20,17,7191,22.6
20170720:18,2017-07-20,18,7089,24.1
20170720:19,2017-07-20,19,6896,24.6
20170720:20,2017-07-20,20,6846,23.1
20170720:21,2017-07-20,21,6467,22.1
20170720:22,2017-07-20,22,5884,21.2
20170720:23,2017-07-20,23,5387,20.1
20170721:0,2017-07-21,0,5023,21.7
20170721:1,2017-07-21,1,4784,21.9
20170721:2,2017-07-21,2,4648,21.2
20170721:3,2017-07-21,3,4620,19.4
20170721:4,2017-07-21,4,4766,20.6
20170721:5,2017-07-21,5,5173,20.2
20170721:6,2017-07-21,6,5869,19.8
20170721:7,2017-07-21,7,6475,20.5
20170721:8,2017-07-21,8,6930,22.5
20170721:9,2017-07-21,9,7294,23.6
20170721:10,2017-07-21,10,7515,25.1
20170721:11,2017-07-21,11,7623,26.8
20170721:12,2017-07-21,12,7734,27.2
20170721:13,2017-07-21,13,7785,27.9
20170721:14,2017-07-21,14,7850,28.5
20170721:15,2017-07-21,15,7902,28.7
20170721:16,2017-07-21,16,7899,29.4
20170721:17,2017-07-21,17,7741,28.8
20170721:18,2017-07-21,18,7430,28.6
20170721:19,2017-07-21,19,7149,27.7
20170721:20,2017-07-21,20,7004,26.6
20170721:21,2017-07-21,21,6557,24.6
20170721:22,2017-07-21,22,6000,23.8
20170721:23,2017-07-21,23,5531,23.0
20170722:0,2017-07-22,0,5161,22.0
20170722:1,2017-07-22,1,4896,21.1
20170722:2,2017-07-22,2,4718,21.9
20170722:3,2017-07-22,3,4610,21.3
20170722:4,2017-07-22,4,4613,21.4
20170722:5,2017-07-22,5,4678,21.8
20170722:6,2017-07-22,6,4929,21.3
20170722:7,2017-07-22,7,5341,22.0
20170722:8,2017-07-22,8,5698,22.1
20170722:9,2017-07-22,9,5992,22.1
20170722:10,2017-07-22,10,6188,22.7
20170722:11,2017-07-22,11,6201,22.7
20170722:12,2017-07-22,12,6191,22.5
20170722:13,2017-07-22,13,6210,22.7
20170722:14,2017-07-22,14,6237,23.0
20170722:15,2017-07-22,15,6260,23.4
20170722:16,2017-07-22,16,6230,23.7
20170722:17,2017-07-22,17,6145,22.3
20170722:18,2017-07-22,18,6037,22.4
20170722:19,2017-07-22,19,5991,22.6
20170722:20,2017-07-22,20,6019,22.3
20170722:21,2017-07-22,21,5776,21.9
20170722:22,2017-07-22,22,5432,21.2
20170722:23,2017-07-22,23,5065,21.0
20170723:0,2017-07-23,0,4766,20.9
20170723:1,2017-07-23,1,4563,20.9
20170723:2,2017-07-23,2,4428,20.6
20170723:3,2017-07-23,3,4353,20.3
20170723:4,2017-07-23,4,4358,20.5
20170723:5,2017-07-23,5,4373,20.3
20170723:6,2017-07-23,6,4545,20.5
20170723:7,2017-07-23,7,4881,20.4
20170723:8,2017-07-23,8,5270,21.0
20170723:9,2017-07-23,9,5650,21.5
20170723:10,2017-07-23,10,5882,21.6
20170723:11,2017-07-23,11,6066,22.3
20170723:12,2017-07-23,12,6217,23.1
20170723:13,2017-07-23,13,6280,23.4
20170723:14,2017-07-23,14,6281,23.2
20170723:15,2017-07-23,15,6293,23.9
20170723:16,2017-07-23,16,6305,23.4
20170723:17,2017-07-23,17,6241,23.0
20170723:18,2017-07-23,18,6108,22.8
20170723:19,2017-07-23,19,6124,22.8
20170723:20,2017-07-23,20,6118,22.5
20170723:21,2017-07-23,21,5816,22.1
20170723:22,2017-07-23,22,5363,21.6
20170723:23,2017-07-23,23,4962,21.3
20170724:0,2017-07-24,0,4665,20.8
20170724:1,2017-07-24,1,4489,20.4
20170724:2,2017-07-24,2,4393,20.2
20170724:3,2017-07-24,3,4417,20.0
20170724:4,2017-07-24,4,4615,19.9
20170724:5,2017-07-24,5,5027,19.5
20170724:6,2017-07-24,6,5580,19.7
20170724:7,2017-07-24,7,6080,19.3
20170724:8,2017-07-24,8,6494,19.6
20170724:9,2017-07-24,9,6725,20.9
20170724:10,2017-07-24,10,6776,20.8
20170724:11,2017-07-24,11,6796,20.8
20170724:12,2017-07-24,12,6845,20.4
20170724:13,2017-07-24,13,6825,20.3
20170724:14,2017-07-24,14,6688,20.9
20170724:15,2017-07-24,15,6563,21.9
20170724:16,2017-07-24,16,6480,19.5
20170724:17,2017-07-24,17,6321,19.0
20170724:18,2017-07-24,18,6174,19.0
20170724:19,2017-07-24,19,6097,18.2
20170724:20,2017-07-24,20,6025,17.4
20170724:21,2017-07-24,21,5660,17.4
20170724:22,2017-07-24,22,5138,16.4
20170724:23,2017-07-24,23,4745,16.0
20170725:0,2017-07-25,0,4470,16.8
20170725:1,2017-07-25,1,4296,16.6
20170725:2,2017-07-25,2,4218,16.5
20170725:3,2017-07-25,3,4224,16.4
20170725:4,2017-07-25,4,4417,16.4
20170725:5,2017-07-25,5,4793,16.5
20170725:6,2017-07-25,6,5319,16.4
20170725:7,2017-07-25,7,5673,16.5
20170725:8,2017-07-25,8,5913,16.7
20170725:9,2017-07-25,9,6180,17.5
20170725:10,2017-07-25,10,6386,18.3
20170725:11,2017-07-25,11,6527,19.6
20170725:12,2017-07-25,12,6631,20.3
20170725:13,2017-07-25,13,6715,21.9
20170725:14,2017-07-25,14,6786,22.0
20170725:15,2017-07-25,15,6848,22.2
20170725:16,2017-07-25,16,6895,22.0
20170725:17,2017-07-25,17,6802,22.3
20170725:18,2017-07-25,18,6643,21.7
20170725:19,2017-07-25,19,6440,21.1
20170725:20,2017-07-25,20,6383,20.5
20170725:21,2017-07-25,21,5972,19.4
20170725:22,2017-07-25,22,5430,18.6
20170725:23,2017-07-25,23,4956,18.1
20170726:0,2017-07-26,0,4639,18.4
20170726:1,2017-07-26,1,4432,17.7
20170726:2,2017-07-26,2,4319,15.6
20170726:3,2017-07-26,3,4299,16.0
20170726:4,2017-07-26,4,4459,15.0
20170726:5,2017-07-26,5,4802,15.1
20170726:6,2017-07-26,6,5392,16.2
20170726:7,2017-07-26,7,5850,16.2
20170726:8,2017-07-26,8,6156,17.9
20170726:9,2017-07-26,9,6426,19.3
20170726:10,2017-07-26,10,6501,20.6
20170726:11,2017-07-26,11,6554,20.2
20170726:12,2017-07-26,12,6558,20.6
20170726:13,2017-07-26,13,6548,20.9
20170726:14,2017-07-26,14,6582,20.2
20170726:15,2017-07-26,15,6561,21.2
20170726:16,2017-07-26,16,6536,20.9
20170726:17,2017-07-26,17,6390,21.5
20170726:18,2017-07-26,18,6313,21.0
20170726:19,2017-07-26,19,6335,20.8
20170726:20,2017-07-26,20,6242,18.9
20170726:21,2017-07-26,21,5878,18.5
20170726:22,2017-07-26,22,5392,19.0
20170726:23,2017-07-26,23,4961,19.0
20170727:0,2017-07-27,0,4674,19.6
20170727:1,2017-07-27,1,4494,19.1
20170727:2,2017-07-27,2,4415,19.0
20170727:3,2017-07-27,3,4427,18.8
20170727:4,2017-07-27,4,4639,18.8
20170727:5,2017-07-27,5,5052,19.0
20170727:6,2017-07-27,6,5626,19.4
20170727:7,2017-07-27,7,6042,19.5
20170727:8,2017-07-27,8,6314,20.3
20170727:9,2017-07-27,9,6500,19.8
20170727:10,2017-07-27,10,6718,19.7
20170727:11,2017-07-27,11,6976,20.9
20170727:12,2017-07-27,12,7140,23.3
20170727:13,2017-07-27,13,7258,24.1
20170727:14,2017-07-27,14,7363,23.6
20170727:15,2017-07-27,15,7425,24.4
20170727:16,2017-07-27,16,7538,24.8
20170727:17,2017-07-27,17,7459,25.8
20170727:18,2017-07-27,18,7291,27.0
20170727:19,2017-07-27,19,7034,26.0
20170727:20,2017-07-27,20,6893,24.2
20170727:21,2017-07-27,21,6413,22.2
20170727:22,2017-07-27,22,5786,20.8
20170727:23,2017-07-27,23,5250,19.7
20170728:0,2017-07-28,0,4885,18.8
20170728:1,2017-07-28,1,4643,18.2
20170728:2,2017-07-28,2,4499,18.0
20170728:3,2017-07-28,3,4462,18.0
20170728:4,2017-07-28,4,4587,18.3
20170728:5,2017-07-28,5,4910,17.8
20170728:6,2017-07-28,6,5422,17.5
20170728:7,2017-07-28,7,5766,17.4
20170728:8,2017-07-28,8,6001,17.7
20170728:9,2017-07-28,9,6209,18.3
20170728:10,2017-07-28,10,6359,19.1
20170728:11,2017-07-28,11,6429,20.0
20170728:12,2017-07-28,12,6574,20.4
20170728:13,2017-07-28,13,6606,21.2
20170728:14,2017-07-28,14,6533,21.9
20170728:15,2017-07-28,15,6515,21.9
20170728:16,2017-07-28,16,6549,22.0
20170728:17,2017-07-28,17,6438,22.0
20170728:18,2017-07-28,18,6268,22.4
20170728:19,2017-07-28,19,6042,21.9
20170728:20,2017-07-28,20,5968,20.6
20170728:21,2017-07-28,21,5606,19.4
20170728:22,2017-07-28,22,5111,18.3
20170728:23,2017-07-28,23,4683,17.5
20170729:0,2017-07-29,0,4401,17.4
20170729:1,2017-07-29,1,4225,16.3
20170729:2,2017-07-29,2,4113,15.9
20170729:3,2017-07-29,3,4079,15.8
20170729:4,2017-07-29,4,4103,15.8
20170729:5,2017-07-29,5,4151,15.7
20170729:6,2017-07-29,6,4436,15.5
20170729:7,2017-07-29,7,4847,16.1
20170729:8,2017-07-29,8,5286,17.6
20170729:9,2017-07-29,9,5662,20.8
20170729:10,2017-07-29,10,5917,22.8
20170729:11,2017-07-29,11,6092,24.1
20170729:12,2017-07-29,12,6152,24.7
20170729:13,2017-07-29,13,6174,25.3
20170729:14,2017-07-29,14,6175,25.3
20170729:15,2017-07-29,15,6246,25.8
20170729:16,2017-07-29,16,6348,26.3
20170729:17,2017-07-29,17,6399,27.0
20170729:18,2017-07-29,18,6280,27.0
20170729:19,2017-07-29,19,6060,26.4
20170729:20,2017-07-29,20,6017,25.3
20170729:21,2017-07-29,21,5726,24.2
20170729:22,2017-07-29,22,5308,23.0
20170729:23,2017-07-29,23,4944,22.0
20170730:0,2017-07-30,0,4615,21.1
20170730:1,2017-07-30,1,4404,20.6
20170730:2,2017-07-30,2,4266,20.6
20170730:3,2017-07-30,3,4183,20.4
20170730:4,2017-07-30,4,4169,19.8
20170730:5,2017-07-30,5,4152,19.6
20170730:6,2017-07-30,6,4409,19.2
20170730:7,2017-07-30,7,4891,20.1
20170730:8,2017-07-30,8,5376,21.3
20170730:9,2017-07-30,9,5848,23.3
20170730:10,2017-07-30,10,6252,23.8
20170730:11,2017-07-30,11,6510,27.1
20170730:12,2017-07-30,12,6646,27.6
20170730:13,2017-07-30,13,6766,28.6
20170730:14,2017-07-30,14,6904,29.0
20170730:15,2017-07-30,15,7057,29.8
20170730:16,2017-07-30,16,7175,29.7
20170730:17,2017-07-30,17,7175,29.8
20170730:18,2017-07-30,18,7043,28.6
20170730:19,2017-07-30,19,6787,28.0
20170730:20,2017-07-30,20,6705,26.5
20170730:21,2017-07-30,21,6360,24.9
20170730:22,2017-07-30,22,5868,23.5
20170730:23,2017-07-30,23,5390,21.9
20170731:0,2017-07-31,0,5005,20.1
20170731:1,2017-07-31,1,4738,19.0
20170731:2,2017-07-31,2,4588,19.4
20170731:3,2017-07-31,3,4556,18.8
20170731:4,2017-07-31,4,4727,18.9
20170731:5,2017-07-31,5,5086,17.8
20170731:6,2017-07-31,6,5728,17.9
20170731:7,2017-07-31,7,6286,19.0
20170731:8,2017-07-31,8,6809,20.9
20170731:9,2017-07-31,9,7316,21.9
20170731:10,2017-07-31,10,7709,25.6
20170731:11,2017-07-31,11,7993,27.3
20170731:12,2017-07-31,12,8192,28.6
20170731:13,2017-07-31,13,8255,29.2
20170731:14,2017-07-31,14,8114,30.8
20170731:15,2017-07-31,15,8080,23.7
20170731:16,2017-07-31,16,8030,24.9
20170731:17,2017-07-31,17,7932,25.7
20170731:18,2017-07-31,18,7618,28.0
20170731:19,2017-07-31,19,7466,26.9
20170731:20,2017-07-31,20,7439,24.2
20170731:21,2017-07-31,21,6989,23.7
20170731:22,2017-07-31,22,6326,24.2
20170731:23,2017-07-31,23,5782,22.4
20170801:0,2017-08-01,0,5377,22.1
20170801:1,2017-08-01,1,5081,21.2
20170801:2,2017-08-01,2,4907,20.6
20170801:3,2017-08-01,3,4861,19.7
20170801:4,2017-08-01,4,5012,19.3
20170801:5,2017-08-01,5,5372,19.4
20170801:6,2017-08-01,6,6000,19.0
20170801:7,2017-08-01,7,6600,19.8
20170801:8,2017-08-01,8,7134,21.6
20170801:9,2017-08-01,9,7543,23.4
20170801:10,2017-08-01,10,7866,24.9
20170801:11,2017-08-01,11,8106,26.4
20170801:12,2017-08-01,12,8270,27.6
20170801:13,2017-08-01,13,8327,27.9
20170801:14,2017-08-01,14,8078,28.5
20170801:15,2017-08-01,15,7747,26.4
20170801:16,2017-08-01,16,7664,19.2
20170801:17,2017-08-01,17,7512,23.2
20170801:18,2017-08-01,18,7325,25.9
20170801:19,2017-08-01,19,7245,23.9
20170801:20,2017-08-01,20,7221,23.1
20170801:21,2017-08-01,21,6783,23.7
20170801:22,2017-08-01,22,6198,22.8
20170801:23,2017-08-01,23,5661,22.7
20170802:0,2017-08-02,0,5297,22.4
20170802:1,2017-08-02,1,5002,22.0
